STATE,FSCS ID,FSCS ID_SEQ,LIBRARY ID,LIBRARY NAME,LIBRARY SYSTEM,PHONE,COUNTY,LOCATION,LOCALE,COUNTY POPULATION,OUTLET TYPE,SQ FEET,BOOKMOBILES,HOURS,WEEKS OPEN,METRO STATUS,STRUCTURE CHANGE,NAME CHANGE,ADDRESS CHANGE
SC,SC0036,13,SC0036-013,COWPENS BRANCH LIBRARY,SPARTANBURG COUNTY PUBLIC LIBRARY SYSTEM,864-463-0430,SPARTANBURG,"181 SCHOOL STREET
COWPENS, SC
(35.019747, -81.803166)",22,297302,BR,8800,0,2600,52,NC,0,0,0
SC,SC0037,2,SC0037-002,SUMTER COUNTY PUBLIC LIBRARY,SUMTER COUNTY PUBLIC LIBRARY SYSTEM,803-773-7273,SUMTER,"111 N HARVIN STREET
SUMTER, SC
(33.922279, -80.339869)",13,107480,CE,45000,0,2964,52,CC,0,0,0
SC,SC0037,3,SC0037-003,SUMTER COUNTY LIBRARY BOOKMOBILE,SUMTER COUNTY PUBLIC LIBRARY SYSTEM,803-773-7273,SUMTER,"111 N HARVIN STREET
SUMTER, SC
(33.922279, -80.339869)",13,107480,BS,-3,1,1040,52,CC,0,0,0
SC,SC0037,4,SC0037-004,WESMARK BRANCH LIBRARY,SUMTER COUNTY PUBLIC LIBRARY SYSTEM,803-469-8110,SUMTER,"180 W WESMARK BLVD
SUMTER, SC
(33.950943, -80.384612)",13,107480,BR,13800,0,2340,52,CC,0,0,0
SC,SC0037,5,SC0037-005,SOUTH SUMTER BRANCH LIBRARY,SUMTER COUNTY PUBLIC LIBRARY SYSTEM,803-775-7132,SUMTER,"337 MANNING AVE
SUMTER, SC
(33.909384, -80.341028)",13,107480,BR,1000,0,1040,52,CC,0,0,0
SC,SC0038,2,SC0038-002,UNION COUNTY CARNEGIE LIBRARY,UNION COUNTY LIBRARY SYSTEM,864-427-7140,UNION,"300 EAST SOUTH STREET UNION
SC
(34.713513, -81.620698)",32,27777,CE,8000,0,2508,49,NO,0,0,0
SC,SC0039,2,SC0039-002,WILLIAMSBURG COUNTY LIBRARY,WILLIAMSBURG COUNTY LIBRARY SYSTEM,843-355-9486,WILLIAMSBURG,"215 NORTH JACKSON STREET
KINGSTREE, SC
(33.665049, -79.832371)",32,32535,CE,8685,0,1924,51,NO,0,0,0
SC,SC0039,3,SC0039-003,HEMINGWAY LIBRARY,WILLIAMSBURG COUNTY LIBRARY SYSTEM,843-558-7679,WILLIAMSBURG,"306 NORTH MAIN STREET
HEMINGWAY, SC
(33.756192, -79.44708)",42,32535,BR,5790,0,1716,51,NO,0,0,0
SC,SC0039,5,SC0039-005,WILLIAMSBURG COUNTY LIBRARY BOOKMOBILE,WILLIAMSBURG COUNTY LIBRARY SYSTEM,843-355-7679,WILLIAMSBURG,"215 NORTH JACKSON STREET
KINGSTREE, SC
(33.665049, -79.832371)",32,32535,BS,-3,1,75,1,NO,0,0,0
SC,SC0039,6,SC0039-006,DR. C. E. MURRAY BRANCH,WILLIAMSBURG COUNTY LIBRARY SYSTEM,843-355-9486,WILLIAMSBURG,"72 C E MURRAY BLVD
GREELEYVILLE, SC
(33.581646, -79.992096)",43,32535,BR,2351,0,2106,51,NO,0,0,0
SC,SC0040,2,SC0040-002,YORK COUNTY LIBRARY,YORK COUNTY LIBRARY SYSTEM,803-981-5858,YORK,"138 EAST BLACK STREET ROCK HILL
SC
(34.925046, -81.028277)",13,251195,CE,33250,0,3386,52,NC,0,0,0
SC,SC0040,3,SC0040-003,CLOVER PUBLIC LIBRARY,YORK COUNTY LIBRARY SYSTEM,803-222-3474,YORK,"107 KNOX STREET
CLOVER, SC
(35.108575, -81.227085)",31,251195,BR,5000,0,2799,52,NC,0,0,0
SC,SC0040,4,SC0040-004,FORT MILL PUBLIC LIBRARY,YORK COUNTY LIBRARY SYSTEM,803-547-4114,YORK,"1818 SECOND BAXTER CROSSING FORT MILL
SC
(35.028738, -80.968813)",21,251195,BR,12000,0,3039,52,NC,0,0,0
SC,SC0040,5,SC0040-005,LAKE WYLIE PUBLIC LIBRARY,YORK COUNTY LIBRARY SYSTEM,803-831-7774,YORK,"185 BLUCHER CIRCLE
LAKE WYLIE, SC
(35.110534, -81.041499)",21,251195,BR,5100,0,2799,52,NC,0,0,0
SC,SC0040,6,SC0040-006,YORK PUBLIC LIBRARY,YORK COUNTY LIBRARY SYSTEM,803-684-3751,YORK,"21 EAST LIBERTY STREET
YORK, SC
(34.993506, -81.24072)",31,251195,BR,11800,0,3039,52,NC,0,0,0
SC,SC0040,7,SC0040-007,YORK COUNTY LIBRARY BOOKMOBILE,YORK COUNTY LIBRARY SYSTEM,803-981-5841,YORK,"138 EAST BLACK STREET ROCK HILL
SC
(34.925046, -81.028277)",13,251195,BS,-3,1,1360,52,NC,0,0,0
SC,SC8001,1,SC8001-001,NEWBERRY COUNTY LIBRARY,NEWBERRY COUNTY LIBRARY SYSTEM,803-276-0854,NEWBERRY,"1100 FRIEND STREET
NEWBERRY, SC
(34.273548, -81.619876)",32,38012,CE,21214,0,2704,52,NO,0,0,0
SC,SC8001,2,SC8001-002,WHITMIRE MEMORIAL LIBRARY,NEWBERRY COUNTY LIBRARY SYSTEM,803-694-3961,NEWBERRY,"303 CHURCH STREET
WHITMIRE, SC
(34.50365, -81.612849)",43,38012,BR,4111,0,2080,52,NO,0,0,15
SC,SC8002,1,SC8002-001,SALUDA COUNTY LIBRARY,SALUDA COUNTY LIBRARY SYSTEM,864-445-4500,SALUDA,"101 S MAIN STREET
SALUDA, SC
(34.001475, -81.772046)",32,20053,CE,2276,0,2229,52,NC,0,0,0
SC,SC8003,4,SC8003-001,ABBEVILLE COUNTY LIBRARY,ABBEVILLE COUNTY LIBRARY SYSTEM,864-459-4009,ABBEVILLE,"1407 NORTH MAIN STREET
ABBEVILLE, SC
(34.186576, -82.398054)",32,24932,CE,9000,0,2782,52,NO,0,0,0
SC,SC8003,5,SC8003-002,AGNEW BRANCH LIBRARY,ABBEVILLE COUNTY LIBRARY SYSTEM,864-379-8568,ABBEVILLE,"429 WEST MAIN STREET
DONALDS, SC
(34.368541, -82.352159)",42,24932,BR,1200,0,1872,52,NO,0,0,0
TX,TX0416,2,6,ALLEN PUBLIC LIBRARY,ALLEN PUBLIC LIBRARY,214-509-4900,COLLIN,"300 N ALLEN DR
ALLEN, TX
(33.105165, -96.671473)",21,914127,CE,53030,0,3185,52,NC,0,0,0
SC,SC8003,6,SC8003-003,CALHOUN FALLS BRANCH LIBRARY,ABBEVILLE COUNTY LIBRARY SYSTEM,864-418-8724,ABBEVILLE,"409 WEST TUGALOO STREET CALHOUN FALLS
SC
(34.090775, -82.58957)",42,24932,BR,1800,0,1794,52,NO,0,0,0
SC,SC8004,5,SC8004-001,GREENWOOD COUNTY LIBRARY,GREENWOOD COUNTY LIBRARY SYSTEM,864-941-4650,GREENWOOD,"600 SOUTH MAIN ST
GREENWOOD, SC
(34.186803, -82.159459)",32,69838,CE,43999,0,3333,52,NO,0,0,0
SC,SC8004,6,SC8004-002,NINETY-SIX BRANCH LIBRARY,GREENWOOD COUNTY LIBRARY SYSTEM,864-543-4749,GREENWOOD,"100 SOUTH CAMBRIDGE STREET
NINETY-SIX, SC
(34.174512, -82.023902)",42,69838,BR,3750,0,2439,52,NO,0,0,0
SC,SC8004,7,SC8004-003,WARE SHOALS BRANCH LIBRARY,GREENWOOD COUNTY LIBRARY SYSTEM,864-456-2813,GREENWOOD,"54 SOUTH GREENWOOD AVENUE WARE SHOALS
SC
(34.393459, -82.240712)",42,69838,BR,9600,0,2635,49,NC,0,0,0
SC,SC8004,8,SC8004-004,GREENWOOD COUNTY LIBRARY BOOKMOBILE,GREENWOOD COUNTY LIBRARY SYSTEM,864-941-4650,GREENWOOD,"600 SOUTH MAIN STREET
GREENWOOD, SC
(34.186803, -82.159459)",32,69838,BS,-3,1,1275,51,NO,0,0,0
SD,SD0001,2,SD0001-002,WESSINGTON PUBLIC LIBRARY,WESSINGTON PUBLIC LIBRARY,605-458-2596,BEADLE,"240 WESSINGTON ST
WESSINGTON, SD
(44.453052, -98.697926)",43,18372,CE,1222,0,416,52,NO,0,0,0
SD,SD0002,2,SD0002-002,ALCESTER PUBLIC LIBRARY,ALCESTER PUBLIC LIBRARY,605-934-2601,UNION,"500 DAKOTA
ALCESTER, SD
(43.024861, -96.629618)",43,14909,CE,3400,0,2366,52,NO,0,0,0
SD,SD0003,2,SD0003-002,BERESFORD PUBLIC LIBRARY,BERESFORD PUBLIC LIBRARY,605-763-2782,UNION,"115 SOUTH THIRD STREET
BERESFORD, SD
(43.079838, -96.774049)",42,14909,CE,9750,0,2236,52,NO,0,0,0
SD,SD0004,2,SD0004-002,BROOKINGS PUBLIC LIBRARY,BROOKINGS PUBLIC LIBRARY,605-692-9407,BROOKINGS,"515 THIRD STREET
BROOKINGS, SD
(44.307936, -96.796061)",33,33897,CE,33000,0,3297,52,NO,0,0,0
SD,SD0005,2,SD0005-002,CANTON PUBLIC LIBRARY,CANTON PUBLIC LIBRARY,605-987-5831,LINCOLN,"225 N BROADWAY
CANTON, SD
(43.302015, -96.591553)",32,52849,CE,7900,0,2496,52,NO,0,0,0
SD,SD0006,2,SD0006-002,CENTERVILLE COMMUNITY LIBRARY,CENTERVILLE COMMUNITY LIBRARY,605-563-2540,TURNER,"421 FLORIDA
CENTERVILLE, SD
(43.119275, -96.956971)",43,8209,CE,4800,0,2756,52,NO,0,0,0
SD,SD0009,2,SD0009-002,DELL RAPIDS CARNEGIE PUBLIC LIBRARY,DELL RAPIDS CARNEGIE PUBLIC LIBRARY,605-428-3280,MINNEHAHA,"513 N ORLEANS AVENUE DELL RAPIDS
SD
(43.82447, -96.710239)",32,185197,CE,5666,0,2602,52,NO,0,0,0
SD,SD0010,2,SD0010-002,ELK POINT-JEFFERSON COMMUNITY/SCHOOL LIBRARY,ELK POINT-JEFFERSON COMMUNITY/SCHOOL LIBRARY,605-356-5941,UNION,"402 S DOUGLAS ELK POINT
SD
(42.68347, -96.687073)",42,14909,CE,5458,0,2740,51,NO,0,0,0
SD,SD0011,2,SD0011-002,ELKTON SCHOOL/COMMUNITY LIBRARY,ELKTON SCHOOL/COMMUNITY LIBRARY,605-542-4591,BROOKINGS,"508 BUFFALO ST
ELKTON, SD
(44.232956, -96.48263)",43,33897,CE,2478,0,1040,52,NO,0,0,0
SD,SD0012,2,SD0012-002,MOODY COUNTY RESOURCE CENTER,MOODY COUNTY RESOURCE CENTER,605-997-3326,MOODY,"610 WEST COMMUNITY DRIVE
FLANDREAU, SD
(44.051293, -96.603757)",43,6430,CE,8750,0,2754,51,NO,0,0,0
SD,SD0012,4,SD0012-004,COLMAN COMMUNITY LIBRARY- MOODY COUNTY,MOODY COUNTY RESOURCE CENTER,605-534-3154,MOODY,"120 NORTH MAIN AVE
COLMAN, SD
(43.98324, -96.813958)",43,6430,BR,840,0,520,52,NO,0,0,0
SD,SD0013,2,SD0013-002,FREEMAN PUBLIC LIBRARY,FREEMAN PUBLIC LIBRARY,605-925-7003,HUTCHINSON,"322 S MAIN ST
FREEMAN, SD
(43.352119, -97.437304)",43,7301,CE,4925,0,2652,52,NO,0,0,0
SD,SD0015,2,SD0015-002,HURLEY PUBLIC LIBRARY,HURLEY PUBLIC LIBRARY,605-238-5680,TURNER,"603 CENTER AVENUE
HURLEY, SD
(43.282933, -97.089584)",42,8209,CE,660,0,936,52,NO,0,0,0
SD,SD0016,2,SD0016-002,IRENE SCHOOL/COMMUNITY LIBRARY,IRENE SCHOOL/COMMUNITY LIBRARY,605-263-3311,TURNER,"130 E STATE ST
IRENE, SD
(43.08515, -97.157424)",43,8209,CE,3000,0,2288,52,NO,0,0,0
SD,SD0017,2,SD0017-002,LENNOX COMMUNITY LIBRARY,LENNOX COMMUNITY LIBRARY,605-647-2203,LINCOLN,"208 W 5TH STREET
LENNOX, SD
(43.350627, -96.892825)",42,52849,CE,4853,0,2054,52,NO,0,0,0
SD,SD0018,2,SD0018-002,MADISON PUBLIC LIBRARY,MADISON PUBLIC LIBRARY,605-256-7525,LAKE,"209 E CENTER
MADISON, SD
(44.005068, -97.112279)",32,12622,CE,12000,0,3016,52,NO,0,0,0
SD,SD0019,2,SD0019,MENNO COMMUNITY-SCHOOL LIBRARY,MENNO COMMUNITY-SCHOOL LIBRARY,605-387-5161,HUTCHINSON,"410 S 5TH STREET
MENNO, SD
(43.237096, -97.577943)",43,7301,CE,1785,0,1660,52,M,0,0,0
SD,SD0021,2,SD0021-002,PARKER PUBLIC LIBRARY,PARKER PUBLIC LIBRARY,605-297-5552,TURNER,"115 N MAIN AVENUE
PARKER, SD
(43.396861, -97.136701)",42,8209,CE,2808,0,1976,52,NO,0,0,0
SD,SD0024,2,SD0024-002,TYNDALL PUBLIC LIBRARY,TYNDALL PUBLIC LIBRARY,605-589-3266,BON HOMME,"110 W 17TH AVE
TYNDALL, SD
(42.992316, -97.86288)",43,6985,CE,1344,0,884,52,NO,0,0,0
SD,SD0025,2,SD0025-002,SCOTLAND COMMUNITY LIBRARY,SCOTLAND COMMUNITY LIBRARY,605-583-2340,BON HOMME,"711 4TH ST
SCOTLAND, SD
(43.148402, -97.716195)",43,6985,CE,4200,0,2016,52,NO,0,0,0
SD,SD0026,2,SD0026-002,EDITH B SIEGRIST VERMILLION PUBLIC LIBRARY,EDITH B SIEGRIST VERMILLION PUBLIC LIBRARY,605-677-7060,CLAY,"18 CHURCH STREET
VERMILLION, SD
(42.779156, -96.930799)",32,13964,CE,22890,0,3161,52,NO,0,0,0
SD,SD0027,2,SD0027-002,VIBORG PUBLIC LIBRARY,VIBORG PUBLIC LIBRARY,605-326-5481,TURNER,"110 N MAIN
VIBORG, SD
(43.170477, -97.081507)",43,8209,CE,1440,0,1408,52,NO,0,0,0
SD,SD0030,2,SD0030-002,YANKTON COMMUNITY LIBRARY,YANKTON COMMUNITY LIBRARY,605-668-5276,YANKTON,"515 WALNUT
YANKTON, SD
(42.872694, -97.393758)",33,22702,CE,15000,0,2932,52,NO,0,0,0
SD,SD0032,2,SD0032-002,HAMLIN-CODINGTON REGIONAL LIBRARY,HAMLIN-CODINGTON REGIONAL LIBRARY,605-753-1011,CODINGTON,"3 8TH AVE SE
WATERTOWN, SD
(44.891646, -97.117915)",33,27939,CE,2200,0,1508,52,NO,0,0,0
SD,SD0032,3,SD0032-003,HAMLIN-CODINGTON REGIONAL LIBRARY-BOOKMOBILE,HAMLIN-CODINGTON REGIONAL LIBRARY,605-753-1011,CODINGTON,"912 8TH ST SE
WATERTOWN, SD
(44.889918, -97.104543)",33,27939,BS,-3,1,540,36,NO,0,0,0
SD,SD0033,2,SD0033-002,WATERTOWN REGIONAL LIBRARY,WATERTOWN REGIONAL LIBRARY,605-882-6220,CODINGTON,"160 6TH ST NE
WATERTOWN, SD
(44.90253, -97.104243)",33,27939,CE,34460,0,3432,52,NO,0,0,0
SD,SD0037,2,SD0037-002,EMIL M. LARSON LIBRARY,EMIL M. LARSON LIBRARY,605-532-5571,CLARK,"120 N COMMERCIAL
CLARK, SD
(44.877955, -97.733287)",43,3659,CE,1568,0,1352,52,NO,0,0,0
SD,SD0038,2,SD0038-002,HAZEL L. MEYER MEMORIAL LIBRARY,HAZEL L. MEYER MEMORIAL LIBRARY,605-854-3842,KINGSBURY,"114 1ST STREET
DE SMET, SD
(44.388127, -97.55558)",43,4990,CE,3870,0,1222,52,NO,0,0,0
SD,SD0041,2,SD0041-002,GARY PUBLIC LIBRARY,GARY PUBLIC LIBRARY,605-272-5651,DEUEL,"1113 SUMMIT STREET
GARY, SD
(44.793303, -96.455033)",43,4333,CE,2000,0,624,52,NO,0,0,0
SD,SD0042,2,SD0042-002,DOROTHEE PIKE MEMORIAL LIBRARY,DOROTHEE PIKE MEMORIAL LIBRARY,605-847-4843,KINGSBURY,"225 N MAIN AVE
LAKE PRESTON, SD
(44.362621, -97.377375)",43,4990,CE,392,0,780,52,NO,0,0,0
SD,SD0043,3,57216-0108,GRANT COUNTY-BIG STONE CITY BRANCH,GRANT COUNTY PUBLIC LIBRARY,605-862-8113,GRANT,"400 WASHINGTON
BIG STONE CITY, SD
(45.290688, -96.461786)",42,7142,BR,840,0,364,52,NO,0,0,7
SD,SD0043,4,57259-0037,GRANT COUNTY-REVILLO BRANCH,GRANT COUNTY PUBLIC LIBRARY,999-999-9999,GRANT,"310 N 4TH AVE
REVILLO, SD
(45.016616, -96.574218)",43,7142,BR,370,0,364,52,NO,0,0,0
SD,SD0043,5,SD0043-005,GRANT COUNTY PUBLIC LIBRARY,GRANT COUNTY PUBLIC LIBRARY,605-432-6543,GRANT,"207 EAST PARK AVE
MILBANK, SD
(45.216426, -96.637004)",33,7142,CE,8464,0,2392,52,NO,0,0,0
SD,SD0043,6,SD0043-006,GRANT COUNTY-STRANDBURG BRANCH,GRANT COUNTY PUBLIC LIBRARY,999-999-9999,GRANT,"200 MAIN
STRANDBURG, SD
(45.042593, -96.760799)",43,7142,BR,200,0,364,52,NO,0,0,0
SD,SD0044,2,SD0044-002,SISSETON MEMORIAL LIBRARY,SISSETON MEMORIAL LIBRARY,605-689-7391,ROBERTS,"305 E MAPLE ST
SISSETON, SD
(45.663795, -97.04686)",43,10311,CE,7200,0,2280,52,NO,0,0,0
SD,SD0045,2,SD0045-002,WAUBAY PUBLIC LIBRARY,WAUBAY PUBLIC LIBRARY,605-947-4748,DAY,"94 NORTH MAIN ST
WAUBAY, SD
(45.336177, -97.30483)",43,5539,CE,1500,0,1768,52,NO,0,0,0
SD,SD0046,2,SD0046-002,WEBSTER PUBLIC LIBRARY,WEBSTER PUBLIC LIBRARY,605-345-3263,DAY,"800 MAIN STREET
WEBSTER, SD
(45.333289, -97.520103)",43,5539,CE,2577,0,1768,52,NO,0,0,0
SD,SD0049,2,SD0049-002,MITCHELL PUBLIC LIBRARY,MITCHELL PUBLIC LIBRARY,605-995-8480,DAVISON,"221 N DUFF STREET
MITCHELL, SD
(43.710682, -98.028325)",33,19858,CE,28128,0,3825,52,NO,0,0,0
SD,SD0050,2,SD0050-002,HANSON COMMUNITY LIBRARY,HANSON COMMUNITY LIBRARY,605-239-4549,HANSON,"600 JUNIPER STREET
ALEXANDRIA, SD
(43.655542, -97.784141)",43,3385,CE,3355,0,520,50,NO,0,0,0
SD,SD0051,2,SD0051-002,ARMOUR-CARNEGIE PUBLIC LIBRARY,ARMOUR-CARNEGIE PUBLIC LIBRARY,605-724-2743,DOUGLAS,"915 MAIN ST
ARMOUR, SD
(43.320085, -98.346553)",43,2977,CE,1300,0,1248,52,NO,0,0,0
SD,SD0052,2,SD0052-002,AVON PUBLIC LIBRARY,AVON PUBLIC LIBRARY,605-286-3760,BON HOMME,"116 N MAIN STREET
AVON, SD
(43.003983, -98.060128)",43,6985,CE,2033,0,936,52,NO,0,0,0
SD,SD0056,2,SD0056-002,COZARD MEMORIAL LIBRARY,COZARD MEMORIAL LIBRARY,605-234-4414,BRULE,"110 E LAWLER AVE
CHAMBERLAIN, SD
(43.810878, -99.330086)",43,5281,CE,4000,0,2200,52,NO,0,0,0
SD,SD0058,2,SD0058-002,HYDE COUNTY LIBRARY,HYDE COUNTY LIBRARY,605-852-2514,HYDE,"107 COMMERCIAL AVE SE
HIGHMORE, SD
(44.520146, -99.440185)",43,1397,CE,1728,0,1300,52,NO,0,0,0
SD,SD0059,2,SD0059-002,HOWARD PUBLIC LIBRARY,HOWARD PUBLIC LIBRARY,605-772-4761,MINER,"103 E FARMER AVE
HOWARD, SD
(44.011094, -97.526689)",43,2236,CE,2000,0,1222,52,NO,0,0,0
SD,SD0060,2,SD0060-002,HURON PUBLIC LIBRARY,HURON PUBLIC LIBRARY,605-353-8530,BEADLE,"521 DAKOTA AVE SOUTH
HURON, SD
(44.360413, -98.214186)",33,18372,CE,28000,0,3120,52,NO,0,0,0
SD,SD0061,2,SD0061-002,KIMBALL PUBLIC LIBRARY,KIMBALL PUBLIC LIBRARY,605-778-6690,BRULE,"140 N MAIN
KIMBALL, SD
(43.750405, -98.958029)",43,5281,CE,1200,0,1307,52,NO,0,0,0
SD,SD0062,2,SD0062-002,LAKE ANDES CARNEGIE LIBRARY,LAKE ANDES CARNEGIE LIBRARY,605-487-7524,CHARLES MIX,"500 MAIN LAKE
ANDES, SD
(43.156179, -98.538727)",43,9383,CE,1000,0,1360,52,NO,0,0,0
SD,SD0065,2,SD0065-002,HAND COUNTY LIBRARY,HAND COUNTY LIBRARY,605-853-3693,HAND,"402 NORTH BROADWAY
MILLER, SD
(44.523431, -98.988688)",43,3348,CE,4025,0,1664,52,NO,0,0,0
SD,SD0067,2,SD0067-002,PARKSTON PUBLIC LIBRARY,PARKSTON PUBLIC LIBRARY,605-928-7906,HUTCHINSON,"110 W MAIN ST
PARKSTON, SD
(43.394692, -97.986501)",43,7301,CE,3000,0,2122,52,NO,0,0,0
SD,SD0068,2,SD0068-002,PLANKINTON COMMUNITY LIBRARY,PLANKINTON COMMUNITY LIBRARY,605-942-7600,AURORA,"404 E DAVENPORT
PLANKINTON, SD
(43.710146, -98.482236)",43,2733,CE,750,0,520,52,NO,0,0,0
SD,SD0070,2,SD0070-002,HANSON-MCCOOK REGIONAL LIBRARY,HANSON-MCCOOK REGIONAL LIBRARY,605-246-2740,MCCOOK,"306 MAIN STREET
SPENCER, SD
(43.725492, -97.594004)",43,5599,CE,-3,-3,-3,-3,NO,3,0,0
SD,SD0070,3,SD0070-003,HANSON-MCCOOK REGIONAL LIBRARY-BOOKMOBILE,HANSON-MCCOOK REGIONAL LIBRARY,605-246-2740,MCCOOK,"306 MAIN STREET
SPENCER, SD
(43.725492, -97.594004)",43,5599,BS,-3,-3,-3,-3,NO,3,0,0
SD,SD0072,2,SD0072-002,WAGNER PUBLIC LIBRARY,WAGNER PUBLIC LIBRARY,605-384-5248,CHARLES MIX,"106 SHERIDAN AVE
WAGNER, SD
(43.080742, -98.289283)",43,9383,CE,2880,0,2080,52,NO,0,0,0
SD,SD0073,2,SD0073-002,WESSINGTON SPRINGS CARNEGIE LIBRARY,WESSINGTON SPRINGS CARNEGIE LIBRARY,605-539-1803,JERAULD,"109 WEST MAIN WESSINGTON SPRINGS
SD
(44.079345, -98.571104)",43,1997,CE,1269,0,1125,50,NO,0,0,0
SD,SD0074,2,SD0074-002,WHITE LAKE COMMUNITY LIBRARY,WHITE LAKE COMMUNITY LIBRARY,605-249-2301,AURORA,"111 MAIN ST WHITE LAKE
SD
(43.727834, -98.713984)",43,2733,CE,2200,0,1508,52,NO,0,0,0
SD,SD0075,2,SD0075-002,WOONSOCKET COMMUNITY LIBRARY,WOONSOCKET COMMUNITY LIBRARY,605-796-1412,SANBORN,"101 N 2ND
WOONSOCKET, SD
(44.054011, -98.278625)",43,2355,CE,2000,0,1601,52,NO,0,0,0
SD,SD0077,2,SD0077-002,ALEXANDER MITCHELL PUBLIC LIBRARY,ALEXANDER MITCHELL PUBLIC LIBRARY,605-626-7997,BROWN,"519 SOUTH KLINE STREET
ABERDEEN, SD
(45.459859, -98.482074)",33,38785,CE,27992,0,3380,52,NO,0,0,0
SD,SD0078,2,SD0078-002,BOWDLE PUBLIC LIBRARY,BOWDLE PUBLIC LIBRARY,605-285-6464,EDMUNDS,"3043 MAIN STREET
BOWDLE, SD
(45.452988, -99.6544)",43,3999,CE,1426,0,1456,52,NO,0,6,7
SD,SD0079,2,SD0079-002,BRITTON PUBLIC LIBRARY,BRITTON PUBLIC LIBRARY,605-448-2800,MARSHALL,"759 7TH ST
BRITTON, SD
(45.792297, -97.750862)",43,4769,CE,5600,0,2600,52,NO,0,0,0
SD,SD0080,2,SD0080-002,SHERWOOD MEMORIAL LIBRARY,SHERWOOD MEMORIAL LIBRARY,605-635-6955,SPINK,"204 HUMPHREY DR N
DOLAND, SD
(44.894683, -98.101801)",43,6524,CE,1056,0,525,52,NO,0,0,0
SD,SD0081,2,SD0081-002,KATHRYN SCHULKOSKI PUBLIC LIBRARY,KATHRYN SCHULKOSKI PUBLIC LIBRARY,605-284-2863,MCPHERSON,"613 7TH ST
EUREKA, SD
(45.770484, -99.619676)",43,2415,CE,1220,0,520,52,NO,0,0,0
SD,SD0082,2,SD0082-002,FAULK COUNTY LIBRARY,FAULK COUNTY LIBRARY,605-598-6236,FAULK,"810 COURT STREET
FAULKTON, SD
(45.033836, -99.124442)",43,2337,CE,3125,0,2028,52,NO,0,0,0
SD,SD0083,2,SD0083-002,EMMA BURNHAM PUBLIC LIBRARY,EMMA BURNHAM PUBLIC LIBRARY,605-329-2241,BROWN,"403 MAIN ST
FREDERICK, SD
(45.832252, -98.506591)",43,38785,CE,1000,0,740,52,NO,0,0,0
SD,SD0084,2,SD0084-002,POTTER COUNTY FREE LIBRARY,POTTER COUNTY FREE LIBRARY,605-765-9518,POTTER,"205 W COMMERCIAL AVE
GETTYSBURG, SD
(45.01148, -99.957284)",43,2320,CE,2691,0,1965,52,M,0,0,0
SD,SD0084,3,SD0084-003,POTTER COUNTY FREE LIBRARY BOOKMOBILE,POTTER COUNTY FREE LIBRARY,605-765-9518,POTTER,"205 W COMMERCIAL AVE
GETTYSBURG, SD
(45.01148, -99.957284)",43,2320,BS,-3,1,102,15,M,0,0,0
SD,SD0087,2,SD0087-002,M. P. BEEBE MEMORIAL LIBRARY,M. P. BEEBE MEMORIAL LIBRARY,605-426-6707,EDMUNDS,"120 MAIN
IPSWICH, SD
(45.444565, -99.027799)",43,3999,CE,816,0,1040,52,NO,0,0,0
SD,SD0090,2,SD0090-002,LEOLA PUBLIC LIBRARY,LEOLA PUBLIC LIBRARY,605-439-3383,MCPHERSON,"802 MAIN STREET
LEOLA, SD
(45.722776, -98.939046)",43,2415,CE,1260,0,1014,52,NO,0,0,0
SD,SD0092,2,SD0092-002,REDFIELD CARNEGIE LIBRARY,REDFIELD CARNEGIE LIBRARY,605-472-4555,SPINK,"5 EAST 5TH AVE
REDFIELD, SD
(44.878136, -98.518002)",43,6524,CE,6094,0,2028,52,NO,0,0,0
SD,SD0093,2,SD0093-002,SELBY COMMUNITY/SCHOOL LIBRARY,SELBY COMMUNITY/SCHOOL LIBRARY,605-649-6307,WALWORTH,"108 EAST DAKOTA STREET
SELBY, SD
(45.508451, -100.029333)",43,5443,CE,3000,0,500,50,NO,0,0,0
SD,SD0094,2,SD0094-002,R. E. RAWLINS MUNICIPAL LIBRARY,R. E. RAWLINS MUNICIPAL LIBRARY,605-773-7421,HUGHES,"1000 E CHURCH ST
PIERRE, SD
(44.369589, -100.339297)",33,17555,CE,16840,0,3224,52,NO,0,0,0
SD,SD0095,2,SD0095-002,BURKE PUBLIC LIBRARY,BURKE PUBLIC LIBRARY,605-775-2373,GREGORY,"704 MAIN
BURKE, SD
(43.183396, -99.29217)",43,4201,CE,1500,0,572,52,NO,0,0,0
SD,SD0096,2,SD0096-002,GREGORY PUBLIC LIBRARY,GREGORY PUBLIC LIBRARY,605-835-8531,GREGORY,"112 EAST FIFTH STREET
GREGORY, SD
(43.23118, -99.430509)",43,4201,CE,2500,0,1343,52,NO,0,0,0
SD,SD0097,2,SD0097-002,JACKSON COUNTY LIBRARY,JACKSON COUNTY LIBRARY,605-837-2689,JACKSON,"910 MAIN ST
KADOKA, SD
(43.963901, -101.904518)",43,3321,CE,1682,0,1050,50,NO,0,0,0
SD,SD0098,2,SD0098-002,HAAKON COUNTY PUBLIC LIBRARY,HAAKON COUNTY PUBLIC LIBRARY,605-859-2442,HAAKON,"140 S HOWARD
PHILIP, SD
(44.038497, -101.666844)",43,1861,CE,540,0,1560,52,NO,0,0,0
